Date,^GSPC,DJI,Nikkei,IBEX,VIX
2010-01-04,1132.989990234375,10583.9599609375,10654.7900390625,12145.0869140625,20.040000915527344
2010-01-05,1136.52001953125,10572.01953125,10681.830078125,12204.3876953125,19.350000381469727
2010-01-06,1137.1400146484375,10573.6796875,10731.4501953125,12222.4873046875,19.15999984741211
2010-01-07,1141.68994140625,10606.8603515625,10681.66015625,12166.287109375,19.059999465942383
2010-01-08,1144.97998046875,10618.1904296875,10798.3203125,12162.9873046875,18.1299991607666
2010-01-12,1136.219970703125,10627.259765625,10879.1396484375,11966.087890625,18.25
2010-01-13,1145.6800537109375,10680.76953125,10735.0302734375,11958.2880859375,17.850000381469727
2010-01-14,1148.4599609375,10710.5498046875,10907.6796875,11999.7880859375,17.6299991607666
2010-01-15,1136.030029296875,10609.650390625,10982.099609375,11844.98828125,17.90999984741211
2010-01-19,1150.22998046875,10725.4296875,10764.900390625,12022.587890625,17.579999923706055
2010-01-20,1138.0400390625,10603.150390625,10737.51953125,11708.98828125,18.68000030517578
2010-01-21,1116.47998046875,10389.8798828125,10868.41015625,11443.98828125,22.270000457763672
